"unit_id","county","hab_area_km2","unit_name","n_occ","effort_years","gistar_z","hotspot","q5_flag","n_total","n_obscured","obscured_frac","kde_mean","kde_max","bobc_detected"
17321,"Sonoma",0.737878985581847,"Laufenberg Ranch",0,2,-0.196689535580079,"ns",NA,0,0,NA,0.000000440623153963315,0.000000902500232768944,0
17324,"Solano",0.114963116509278,"Laurel Creek Park",0,1,-0.55600834622522,"ns",NA,0,0,NA,NA,NA,0
17341,"Alameda",0.212633847488473,"Leona Heights",0,8,-0.315647171678419,"ns",NA,0,0,NA,0.000000363783755119584,0.000000495659492116829,0
17342,"Santa Cruz",0.145494576846828,"Lighthouse Field State Beach",0,8,0.108499410061189,"ns",NA,0,0,NA,NA,NA,0
17344,"Alameda",1.20322079907797,"Leona Heights Regional Open Space",0,6,-0.267519224310177,"ns",NA,0,0,NA,0.00000025570139428055,0.000000354265608848436,0
17347,"Sonoma",0.889338182048664,"Leonard Ranch",0,2,-0.534105749969905,"cold",NA,0,0,NA,NA,NA,0
17366,"Santa Clara",3.05952042368604,"Lexington Reservoir",1,11,-0.0584205322639107,"ns",NA,1,0,0,0.000000195848770090379,0.000000395561301047564,1
17374,"Santa Clara",14.1579994427075,"Lick Observatory UCSC",16,10,1.53955775942958,"ns",NA,16,0,0,0.000000833393755783618,0.00000156889871050225,1
17380,"Santa Cruz",11.4058442993941,"Loch Lomond Recreation Area",0,6,-0.213026644175449,"ns",NA,1,1,1,0.000000141953208299128,0.00000069850682393735,0
17396,"Marin",0.968310008789344,"Little Mountain Open Space Preserve",0,1,-0.292495201563409,"ns",NA,0,0,NA,0.000000000000134530488962378,0.00000000000140250593257119,0
17399,"Santa Cruz",3.10927755739169,"Long Ridge Open Space Preserve",1,12,0.0198566203465151,"ns",NA,1,0,0,0.000000250170245408299,0.000000329165573020873,1
17410,"Marin",2.0710420410504,"Loma Alta Open Space Preserve",4,4,0.106064599612661,"ns",NA,1,0,0,0.0000000211514645798161,0.0000000529005035332375,1
17413,"Sonoma",0.162861228063227,"Atascadero Creek Marsh Ecological Reserve",0,1,-0.302990390376589,"ns",NA,0,0,NA,0.000000116617719925216,0.000000167422783192706,0
17418,"Marin",1.12265129372071,"Loma Verde Open Space Preserve",1,1,-0.606554951971344,"ns",NA,1,0,0,0.00000000000000312852699035384,0.00000000000000312852699035384,1
17427,"San Mateo",4.1831934399249,"Long Ridge Open Space Preserve",1,10,-0.0584318840577406,"ns",NA,1,0,0,0.000000201055797788285,0.000000523917151440401,1
17455,"Napa",3.41452535702045,"Las Posadas State Forest",0,5,-0.356140817774844,"ns",NA,7,7,1,0.0000002491527766324,0.000000776087006215676,0
17460,"Santa Clara",0.761698583800591,"Los Trancos Open Space Preserve",3,12,0.86403038426308,"ns",NA,3,0,0,0.000000559093223273521,0.00000204153548111208,1
17463,"San Mateo",0.359438459621205,"Los Trancos Open Space Preserve",1,11,0.84070836011999,"ns",NA,1,0,0,0.000000201420021994636,0.000000535649064659083,1
17470,"Contra Costa",65.9937971444101,"Los Vaqueros Watershed",7,13,-0.143539108181824,"ns",NA,8,1,0.125,NA,NA,1
17490,"Santa Clara",3.73751560783476,"Stevens Creek County Park",3,10,0.393272618879596,"ns",NA,3,0,0,0.000000710918868662702,0.00000110363930616586,1
17495,"Marin",6.77695341339339,"Lucas Valley Open Space Preserve",4,4,-0.280848550593163,"ns",NA,4,1,0.25,0.0000000101372350513884,0.0000000879567636502543,1
17498,"Sonoma",0.152044701320853,"Lucchesi Park",0,0,-0.391574436040347,"ns",NA,0,0,NA,NA,NA,NA
17506,"Solano",5.57345978608288,"Lynch Canyon",2,7,-0.44251545962214,"cold",NA,2,0,0,0.000000451857374628162,0.00000110592588953295,1
17520,"Sonoma",22.6961424337903,"Austin Creek State Recreation Area",0,6,-0.338424008642092,"ns",NA,0,0,NA,0.0000000864891873675333,0.000000989124032457767,0
17525,"Alameda",1.29131133487885,"Dublin Hills Regional Park",0,1,-0.323409443881725,"ns",NA,0,0,NA,0.000000116965551910653,0.000000267177853174871,0
17532,"Alameda",0.17630837960072,"Madeiros Parkway",1,2,-0.00180463511981089,"ns",NA,0,0,NA,0.000000391405563959779,0.000000738570008707029,1
17537,"Santa Cruz",0.500009538745737,"Manresa State Beach",1,11,-0.543430030533955,"cold",NA,1,0,0,0.000000474136811590142,0.000000810044184618164,1
17550,"Marin",0.229144595257891,"Marconi Conference Center State Historic Park",1,5,-0.161255917314576,"ns",NA,0,0,NA,0.0000000751198783177642,0.0000000873100560738749,1
17569,"Marin",0.588385332259417,"Marin Audubon- Simmons Slough Wildlife Corridor",0,0,-0.598069602583841,"cold",NA,0,0,NA,NA,NA,NA
17572,"Marin",5.0771890451405,"Marin County Flood Control",0,2,-0.575273499230797,"ns",NA,0,0,NA,NA,NA,0
17586,"Marin",73.6067641188056,"Marin Municipal Water District Watershed",29,16,0.459579330163031,"ns",NA,26,0,0,0.000000209225191838414,0.000000503498711168504,1
17657,"Marin",3.07254854823836,"Marinwood Open Space",0,7,-0.408699637093976,"ns",NA,0,0,NA,0.000000000000456804732928973,0.0000000000229304353283055,0
17685,"Napa",12.4503547631126,"Dunn-Wildlake Ranch Preserve",0,9,-0.511619154737498,"cold",NA,8,8,1,0.0000000141172957768276,0.00000017302811272657,0
17693,"Napa",0.972916867510095,"Napa Airport Clear Zone",0,0,-0.409291245173099,"cold",NA,0,0,NA,0.000000774286320393003,0.00000217119941225974,NA
17705,"Marin",0.314989779254688,"Homestead Valley",1,1,3.2207395886394,"ns",NA,0,0,NA,0.00000056469832543371,0.00000072508203174948,1
17725,"Contra Costa",1.19155980120419,"Radke Martinez Regional Shoreline",0,10,-0.565379444751811,"ns",NA,0,0,NA,NA,NA,0
17738,"Marin",0.128609059789032,"Maurice Thorner Memorial Open Space Preserve",0,0,-0.179396345458525,"ns",NA,0,0,NA,0.000000505412742768385,0.00000072171837928181,NA
17744,"Sonoma",0.318986446464482,"Maxwell Farms Regional Park",0,8,-0.178972726447328,"ns",NA,0,0,NA,0.00000107247728919901,0.00000129749764710141,0
17793,"Solano",0.599341925609428,"Lagoon Valley Open Space",0,0,-0.502293197710709,"ns",NA,0,0,NA,NA,NA,NA
17806,"Solano",0.103011876797412,"McIntyre Ranch",0,0,-0.502293197710709,"ns",NA,0,0,NA,0.000000265583281588988,0.000000352907846945527,NA
17811,"Santa Cruz",0.112862426621563,"Michael Gray Field Park",0,0,-0.158285978808817,"ns",NA,0,0,NA,0.0000000000518706015639747,0.000000000219058562955787,NA
17818,"San Francisco",1.34824540462148,"McLaren Park",0,13,-0.502293197710709,"ns",NA,0,0,NA,0.0000000616031741174083,0.000000227962530630066,0
17826,"Marin",0.159219391217392,"McNears Beach County Park",0,0,-0.397993287118531,"ns",NA,0,0,NA,NA,NA,NA
17830,"San Mateo",3.87681583099145,"Montara State Beach",6,14,-0.0275657959246813,"ns",NA,4,0,0,0.000000000505238573200728,0.0000000590987703219525,1
17835,"Santa Cruz",1.6905308895614,"Miller Property County Park",1,3,-0.0195214442525625,"ns",NA,1,1,1,0.000000000801845312370375,0.0000000034614933142052,1
17846,"Marin",0.429921261247448,"Bald Hill Open Space Preserve",5,6,0.125293321385601,"ns",NA,3,0,0,0.0000000179839094727186,0.0000000567641293969245,1
17847,"Santa Cruz",0.130195116527434,"Bert Scott Estate Park",0,0,-0.468908564254015,"ns",NA,0,0,NA,0.00000000611645489811963,0.0000000180676256178458,NA
17866,"San Mateo",2.62329049864811,"Memorial Park",0,13,-0.214406344712831,"ns",NA,1,1,1,0.000000227937164254399,0.000000289995114144403,0
17900,"Contra Costa",0.828514171042095,"Miller Knox Regional Shoreline",0,11,-0.409291245173099,"cold",NA,0,0,NA,0.00000000000000000000239535127380787,0.0000000000000000000241343837761697,0
17909,"Napa",6.76453436593952,"Milliken Reservoir Property",0,1,-0.409291245173099,"cold",NA,0,0,NA,NA,NA,0
17912,"San Mateo",0.125768345173419,"Mills Canyon Wildlife Area",0,2,0.193080265340457,"ns",NA,0,0,NA,0.0000000000000000000000204723998831599,0.0000000000000000000000703843219763681,0
17926,"Marin",0.81652447994825,"Baltimore Canyon Open Space Preserve",1,3,-0.383697907392225,"ns",NA,1,0,0,0.000000198707795107111,0.000000362330837333502,1
17946,"Alameda",7.03387663177564,"Mission Peak Regional Preserve",5,12,1.32695604983656,"ns",NA,5,0,0,0.000000105865375132908,0.000000284740309552944,1
17960,"Marin",0.153940923859344,"Miwok Park",0,2,-0.457887106264363,"ns",NA,0,0,NA,0.0000000000000000021254534052545,0.0000000000000000290063024803111,0
17984,"Santa Cruz",1.00414025869665,"Moore Creek Preserve",4,12,0.762464385921325,"ns",NA,4,0,0,NA,NA,1
17989,"Santa Clara",10.820943298498,"Monte Bello Open Space Preserve",11,15,0.635270748895254,"ns",NA,12,1,0.0833333333333333,0.000000089348610288198,0.000000515391548105981,1
18012,"Santa Clara",0.292616868426836,"Montgomery Hill",1,7,0.661361122464575,"ns",NA,1,0,0,0.000000463361516267469,0.000000488504497297981,1
18016,"Solano",0.936205240063641,"Calhoun Cut Ecological Reserve",0,0,-0.409291245173099,"cold",NA,0,0,NA,NA,NA,NA
18032,"Contra Costa",0.172995497346139,"Moraga Commons Park",2,2,-0.174213940329272,"ns",NA,0,0,NA,0.0000027421763206803,0.00000288517094304552,1
18040,"Contra Costa",15.9372221528296,"Morgan Territory Regional Preserve",13,12,0.0159121740129408,"ns",NA,13,0,0,NA,NA,1
18056,"Santa Clara",1.79667200748301,"Motorcycle County Park",0,3,-0.407019931535314,"ns",NA,0,0,NA,0.0000000145023442144065,0.000000064553937306755,0
18065,"Contra Costa",75.0386293968089,"Mount Diablo State Park",101,16,1.45654490795977,"ns",NA,102,2,0.0196078431372549,NA,NA,1
18069,"Marin",25.5530630770019,"Mount Tamalpais State Park",15,16,0.547416447995491,"ns",NA,15,0,0,0.000000381800077775551,0.00000107866037524218,1
18076,"Santa Clara",0.899821612512127,"Shoreline at Mountain View Park",0,14,-0.391574436040347,"ns",NA,0,0,NA,0.0000001185860085684,0.000000140753698474327,0
18081,"Santa Cruz",0.252133664082794,"Natural Bridges State Beach",7,14,0.762464385921325,"ns",NA,6,0,0,NA,NA,1
18088,"Santa Cruz",0.169746482739951,"Neary Lagoon Park",2,11,0.762464385921325,"ns",NA,2,0,0,NA,NA,1
18091,"Marin",8.25024084748007,"Mount Burdell Open Space Preserve",1,10,-0.4553818206951,"ns",NA,1,0,0,0.0000000000000000621213500295161,0.00000000000000329703403081471,1
18095,"San Francisco",0.164783039350126,"Mt. Davidson",0,6,-0.516053486466785,"cold",NA,0,0,NA,0.00000228085309572634,0.00000263960896518256,0
18100,"Santa Cruz",0.611283109215315,"New Brighton State Beach",1,15,-0.285273581243837,"ns",NA,0,0,NA,0.0000000000388151975838635,0.000000000144497080967199,1
18113,"Contra Costa",1.51775100517149,"John Muir National Historic Site",1,6,-0.40506855793004,"ns",NA,1,0,0,NA,NA,1
18121,"Marin",2.14023310489497,"Muir Woods National Monument",1,17,-0.119875720641227,"ns",NA,1,0,0,0.000000686702321672783,0.00000107866037524218,1
18134,"San Mateo",0.587281486590828,"Mussel Rock Park",0,12,-0.381178137760069,"ns",NA,0,0,NA,0.000000174866400470819,0.000000193043575791307,0
18146,"Santa Cruz",69.3237230698774,"Big Basin Redwoods State Park",4,16,-0.388733908353312,"cold",NA,6,2,0.333333333333333,0.000000109413228699395,0.000000491580976813566,1
18154,"Napa",2.65287067786073,"Riverfront Green",0,2,-0.356140817774844,"ns",NA,0,0,NA,0.000000438772104871532,0.000000650579636385373,0
18158,"Napa",0.253823910691771,"Napa River Ecological Reserve",0,1,-0.356140817774844,"ns",NA,0,0,NA,0.000000111490244592005,0.000000183864841574177,0
18165,"Sonoma",6.08582607537181,"Napa-Sonoma Marshes Wildlife Area",0,7,-0.356140817774844,"ns",NA,1,1,1,0.000000385731908636444,0.00000141304519729601,0
18169,"Napa",30.4187569239,"Napa-Sonoma Marshes Wildlife Area",0,9,-0.409291245173099,"cold",NA,0,0,NA,0.000000142048619977686,0.00000163770744165959,0
18191,"Sonoma",1.99900113645592,"Little Black Mountain",0,1,-0.0195214442525625,"ns",NA,0,0,NA,0.00000000339164629714617,0.0000000119820464661302,0
18224,"San Mateo",0.629578569337498,"Bedwell Bayfront Park",0,11,-0.414808436476993,"ns",NA,0,0,NA,0.000000000000202167696103893,0.0000000000021813718366348,0
18229,"Solano",1.73578510421135,"Noonan Reservoir",0,0,-0.457879256716469,"ns",NA,0,0,NA,NA,NA,NA
18235,"Stanislaus",2.48691412398935,"Henry W. Coe State Park",0,3,1.80530989642086,"ns",NA,0,0,NA,NA,NA,0
18255,"Solano",1.69457313836284,"Northgate",0,1,-0.463252280657214,"ns",NA,0,0,NA,0.000000669020721488778,0.00000104637479125813,0
18259,"Sonoma",0.129641584928297,"Northwest Community Park",0,2,-0.373857626907596,"ns",NA,0,0,NA,0.000000568049756566325,0.000000672222540742951,0
18275,"Marin",1.22609855046976,"Novato Sanitation District",0,0,-0.565379444751811,"ns",NA,0,0,NA,NA,NA,NA
18284,"Contra Costa",0.177401451915685,"Oak Hill Park",0,1,1.66232474230096,"ns",NA,0,0,NA,NA,NA,0
18298,"Santa Clara",4.6003403886149,"Baylands Preserve",1,17,-0.373857626907596,"ns",NA,0,0,NA,0.0000000635962109640786,0.000000137178560066786,1
18312,"Solano",0.161722344821906,"Octo-Inn",0,0,-0.391574436040347,"ns",NA,0,0,NA,NA,NA,NA
18316,"Marin",0.414022221557863,"O'Hair Park",0,5,-0.369250519792552,"ns",NA,0,0,NA,0.00000000000000172324829712388,0.00000000000000503978293220852,0
18330,"Santa Cruz",0.321950185620754,"Pace Family Wilderness Park",0,0,-0.241118748342101,"ns",NA,0,0,NA,0.0000000061188791811162,0.0000000118315242048084,NA
18349,"Santa Cruz",0.134262857264455,"Pajaro River",0,1,-0.452893046213247,"cold",NA,0,0,NA,0.00000000323967452864338,0.00000000564312641060383,0
18352,"Marin",2.77714848612556,"Olompali State Historic Park",1,12,-0.468908564254015,"ns",NA,1,0,0,0,0,1
18359,"Solano",1.65734207333546,"Brown's Valley Ridge Open Space",0,3,-0.436853261748263,"ns",NA,0,0,NA,NA,NA,0
18374,"Santa Clara",0.120812005686774,"Overfelt Botanical Gardens",0,6,0.230828241381236,"ns",NA,0,0,NA,0.000000198180757138289,0.000000280063687796428,0
18391,"Alameda",0.787617465639459,"Oyster Bay Regional Shoreline",0,7,-0.409291245173099,"cold",NA,0,0,NA,0.00000016867323893166,0.000000384727712798849,0
18423,"Santa Clara",2.16255557051053,"Pacheco State Park",0,6,1.59270818682784,"ns",NA,0,0,NA,NA,NA,0
18427,"Marin",1.92225785256462,"Pacheco Valle Open Space Preserve",2,4,-0.477503350205376,"ns",NA,1,0,0,0.000000000000141253111637929,0.00000000000328682957587145,1
18442,"San Mateo",0.557930816117352,"Pedro Point Headlands",0,2,-0.0903886807835692,"ns",NA,0,0,NA,0.0000000000000000488555435260929,0.00000000000000133849289819603,0
18452,"San Mateo",0.145990856327213,"Bean Hollow State Beach",0,8,0.246230692738712,"ns",NA,0,0,NA,0.0000000000505361967551021,0.0000000000987902884497238,0
18507,"San Mateo",0.24931360408091,"Frontierland Park",0,2,-0.0619639575162876,"ns",NA,0,0,NA,0.00000000000000000000973224519578093,0.000000000000000000139757541164816,0
18511,"Santa Cruz",0.207800308028586,"Bear Creek Redwoods Open Space Preserve",0,1,-0.241737220432177,"ns",NA,0,0,NA,0.000000338067138727638,0.000000423378253344708,0
18562,"Santa Cruz",0.58464562602077,"Pinto Lake Park",0,10,-0.478019951338883,"ns",NA,0,0,NA,0.00000000218157958364884,0.00000000880606876307866,0
18591,"Solano",0.112737109457826,"Pena Adobe Park",0,7,-0.534105749969905,"cold",NA,0,0,NA,NA,NA,0
18604,"Sonoma",12.3548746759327,"Pepperwood Ranch Natural Preserve",10,17,-0.143539108181824,"ns",NA,10,0,0,0.000000328045473452221,0.000000968263407230552,1
18609,"San Mateo",24.7870079939978,"Pescadero Creek Park",7,9,-0.196211494816987,"ns",NA,8,1,0.125,0.0000000710995777808421,0.000000501747933867591,1
18614,"San Mateo",2.00644737461888,"Pescadero Marsh Natural Preserve",8,15,0.0690626014111958,"ns",NA,8,0,0,0.00000000000193094802300453,0.0000000000435862942960163,1
18617,"San Mateo",0.203480099572841,"Pescadero State Beach",0,7,-0.161255917314576,"ns",NA,0,0,NA,0.0000000000000134636183427603,0.0000000000000416268683748038,0
18620,"Sonoma",0.172695664153686,"Petaluma Adobe State Historic Park",0,2,-0.409291245173099,"cold",NA,0,0,NA,0.0000000291132860041898,0.0000000324089945991091,0
18623,"Marin",0.175723184473982,"Bel Marin Keys #5",0,0,-0.523869071180873,"ns",NA,0,0,NA,NA,NA,NA
18643,"Marin",6.01454351241934,"Petaluma Marsh Wildlife Area",0,9,-0.593596124680033,"cold",NA,0,0,NA,0.0000000000000000000000138879341017394,0.0000000000000000000000312522141297194,0
18676,"Santa Clara",1.18748719049903,"Picchetti Ranch Open Space Preserve",7,11,0.187400221245356,"ns",NA,6,0,0,0.000000534726837031485,0.000000858387920743553,1
18677,"Santa Cruz",2.49598113298156,"Pogonip Open Space Preserve",3,14,0.585557657800955,"ns",NA,4,1,0.25,0.0000000000000000000889695821322488,0.00000000000000000129548095473653,1
18690,"Alameda",0.125842559422223,"Piedmont Park",0,2,-0.352392212767087,"ns",NA,0,0,NA,0.000000199368159314872,0.000000248390108481544,0
18695,"San Mateo",0.315088102880026,"Pigeon Point Light Station State Historic Park",0,15,0.653717302792001,"ns",NA,0,0,NA,0.000000000034689640049379,0.00000000010981778680863,0
18716,"Contra Costa",0.946941391462873,"Pinole Valley Park",0,2,0.0123966276325383,"ns",NA,0,0,NA,0.0000000241547830626132,0.0000000636107913010164,0
18720,"Marin",0.208483963131998,"Piper Park",0,5,-0.453663979821494,"ns",NA,0,0,NA,0.00000000170843095226303,0.00000000450605641688639,0
18757,"Santa Cruz",0.247954340010823,"Polo Grounds Park",0,4,-0.347547839043145,"ns",NA,0,0,NA,0.0000000000143423580303836,0.0000000000388743655321822,0
18760,"Solano",0.176323228287389,"Benicia Community Park",0,1,-0.452893046213247,"cold",NA,0,0,NA,NA,NA,0
18778,"Alameda",17.8623646078821,"Pleasanton Ridge Regional Park",14,12,0.056015745559943,"ns",NA,12,0,0,0.00000331207343151618,0.0000128730343931238,1
18807,"Contra Costa",2.75164830361038,"Point Pinole Regional Shoreline",0,10,0.228513883605961,"ns",NA,0,0,NA,NA,NA,0
18811,"Marin",215.642068560322,"Point Reyes National Seashore",519,17,9.49440506003508,"ns",NA,500,54,0.108,0.000000198561295405852,0.00000221328104998975,1
18815,"Solano",1.85392330972142,"Benicia State Recreation Area",0,11,-0.483145427748509,"ns",NA,0,0,NA,NA,NA,0
18821,"San Mateo",1.55906444855798,"Pomponio State Beach",0,5,-0.196689535580079,"ns",NA,0,0,NA,0.00000000113073805874109,0.00000000566874591712008,0
18846,"Santa Cruz",0.285840877025422,"Quail Hollow Ecological Reserve",1,8,-0.29417787687615,"ns",NA,1,0,0,0.0000000277447345098381,0.0000000370204311650468,1
18849,"San Mateo",10.9679014167401,"Portola Redwoods State Park",2,9,0.116919796312696,"ns",NA,2,2,1,0.000000623348284989333,0.00000119531205200474,1
18850,"Santa Cruz",0.916087671949679,"Quail Hollow Ranch Park",10,16,-0.29417787687615,"ns",NA,10,0,0,0.0000000222898215440637,0.0000000370204311650468,1
18880,"San Francisco",5.30214430279896,"Presidio",0,17,-0.409291245173099,"cold",NA,0,0,NA,0.00000348054413734644,0.00000575313788431231,0
18897,"Santa Cruz",0.103405872342121,"Ramsay Park",0,2,-0.547435076252892,"cold",NA,0,0,NA,0.0000000918176468189813,0.000000109114878910077,0
18900,"Santa Clara",0.153849939277101,"Emma Prusch Farm Park",0,3,-0.457879256716469,"ns",NA,0,0,NA,0.000000786177963618684,0.000000827955943805136,0
18908,"San Mateo",1.48678597967223,"Pulgas Ridge Open Space Preserve",0,12,-0.169934430869628,"ns",NA,3,3,1,0.00000000150556067612939,0.00000000796569388228363,0
18918,"Santa Cruz",2.19183969279578,"Bonny Doon Ecological Reserve",2,10,-0.213026644175449,"ns",NA,2,0,0,0.00000000000000000000890616883703392,0.000000000000000000243942748773459,1
18950,"Sonoma",0.626607697117478,"Ragle Ranch",3,13,-0.364362988401607,"ns",NA,2,0,0,0.00000000534581090505526,0.0000000157362034514108,1
20680,"Santa Clara",13.2754452788576,"San Antonio Valley Ecological Reserve",1,5,2.85060163525321,"ns",NA,1,0,0,NA,NA,1
20707,"Sonoma",1.03388993820855,"Clover Springs",0,3,-0.108105489916321,"ns",NA,0,0,NA,0.0000000928379293441139,0.000000184088250421155,0
21447,"Lake",0.36722551930986,"BLM",0,0,-0.409291245173099,"cold",NA,0,0,NA,0.000000108770457529772,0.00000119986543722916,NA
21460,"Yolo",0.272113250033263,"BLM",0,0,-0.135945758410281,"cold",NA,0,0,NA,NA,NA,NA
21477,"Sonoma",30.5417369705722,"BLM",0,6,-0.391574436040347,"ns",NA,0,0,NA,0.000000152304323819408,0.00000119986543722916,0
21480,"San Mateo",0.32798083868885,"BLM",0,0,-0.381060271244823,"ns",NA,0,0,NA,0.0000000680222385085472,0.000000141721315571885,NA
21506,"Solano",8.09890420934078,"BLM",0,1,-0.474772620198558,"ns",NA,0,0,NA,NA,NA,0
21755,"Sonoma",6.72676984965766,"Tolay Creek Ranch",1,3,-0.391574436040347,"cold",NA,1,0,0,0.000000000650326015261271,0.0000000121826770893563,1
21914,"Solano",0.545089604272925,"Putah Creek Riparian Reserve",0,9,-0.135945758410281,"cold",NA,0,0,NA,NA,NA,0
21918,"Santa Clara",3.41666767360514,"Diablo Foothills Preserve",2,7,-0.214406344712831,"ns",NA,2,0,0,0.000000000000000000000192740087809694,0.000000000000000000000347270934057652,1
21942,"San Mateo",8.4264504741907,"San Bruno Mountain State and County Park",2,12,-0.427151662527811,"ns",NA,2,0,0,0.00000000348781026282552,0.0000000294474258311084,1
21945,"Contra Costa",0.167343823359578,"Central Park",1,0,-0.427151662527811,"ns",NA,0,0,NA,0.00000235317952501646,0.00000277361209555238,1
21946,"Santa Clara",13.9708129933889,"Sanborn County Park",17,13,-0.0430567351695815,"ns",NA,13,0,0,0.0000000976445448941377,0.00000074017270890181,1
21948,"Santa Clara",4.91984158424816,"Upper Uvas Creek Preserve",0,2,-0.161255917314576,"ns",NA,0,0,NA,0.0000000251264538064788,0.0000000721412973803126,0
21952,"Contra Costa",18.8031494860735,"Black Diamond Mines Regional Preserve",6,11,-0.285273581243837,"ns",NA,6,0,0,NA,NA,1
21956,"Sonoma",0.140928308027349,"Spring Lake Regional Park",0,6,0.157646647074954,"ns",NA,0,0,NA,0.000000744610758829367,0.000000808089907877729,0
21965,"Napa",0.432359683718363,"Westwood Hills Park",0,2,-0.338424008642092,"ns",NA,0,0,NA,0.000000643602845684654,0.000000828582130907307,0
21976,"Contra Costa",0.308272673036215,"Wright Property",1,0,-0.0372382533853142,"ns",NA,0,0,NA,NA,NA,1
21997,"Alameda",0.361413820753381,"Lakeside Park",0,15,-0.42081347728328,"ns",NA,0,0,NA,NA,NA,0
21998,"Solano",2.65457347330676,"Putah Creek Wildlife Area",4,7,-0.433716939293875,"cold",NA,4,0,0,NA,NA,1
22001,"Napa",0.173381263168348,"Lake Berryessa",0,0,-0.409291245173099,"cold",NA,0,0,NA,NA,NA,NA
22030,"Santa Clara",17.2894651741362,"Coyote Lake - Harvey Bear Ranch County Park",8,11,-0.214406344712831,"ns",NA,8,0,0,0.000000000597378757571931,0.0000000559565052071775,1
22039,"Sonoma",0.121252264313322,"Doran Regional Park",0,4,0.0336289831456925,"ns",NA,0,0,NA,0.00000000208949524349578,0.00000000510983211299276,0
22045,"Marin",0.173557195176822,"San Rafael Lands 002",0,1,-0.476282809169336,"ns",NA,0,0,NA,0.000000000000000000142373499852015,0.000000000000000000232730496516062,0
22049,"Solano",0.282311850526243,"Fairfield Linear Park",0,3,-0.478019951338883,"cold",NA,0,0,NA,NA,NA,0
22072,"Solano",0.800889248032418,"Lagoon Valley Park",0,10,-0.538662509919858,"cold",NA,0,0,NA,NA,NA,0
22080,"Alameda",0.732464377979489,"Dublin Hills Regional Park",0,1,-0.079292842933816,"ns",NA,0,0,NA,0.000000355866120571591,0.00000063740475297891,0
22084,"Contra Costa",0.361465059728025,"Hidden Lakes Park",0,4,-0.44251545962214,"ns",NA,0,0,NA,NA,NA,0
22253,"San Mateo",8.86782744005691,"Russian Ridge Open Space Preserve",1,11,0.590730508508733,"ns",NA,1,0,0,0.0000000730134033233298,0.000000548044567949546,1
22284,"Contra Costa",5.15238408030467,"Crockett Hills Regional Park",2,7,-0.53085171484269,"cold",NA,2,0,0,0.000000138209813371759,0.000000249384839889899,1
22288,"Solano",0.800103344394542,"Lagoon Valley Gateway Open Space",0,0,-0.502293197710709,"ns",NA,0,0,NA,NA,NA,NA
22289,"Alameda",3.60004996958758,"Los Vaqueros Watershed",0,1,-0.330343244522191,"ns",NA,0,0,NA,NA,NA,0
22292,"Santa Clara",2.67900415505489,"Monte Bello Open Space Preserve",2,2,0.123220701103092,"ns",NA,1,0,0,0.000000386707057487001,0.000000620498724401841,1
23001,"Sonoma",5.73834852095982,"Robert Louis Stevenson State Park",0,0,-0.409291245173099,"cold",NA,0,0,NA,0.00000040042957039077,0.00000096956785000657,NA
23002,"Alameda",82.974679528478,"San Francisco Watershed Lands",7,12,1.94704436948287,"ns",NA,5,1,0.2,0.00000166618656294304,0.00000856192400533473,1
23004,"Alameda",39.4325757772459,"Don Edwards National Wildlife Refuge",0,14,-0.409291245173099,"cold",NA,0,0,NA,0.000000020809942213873,0.000000202233877644176,0
23005,"San Mateo",5.61628006164199,"Don Edwards National Wildlife Refuge",0,5,-0.373857626907596,"ns",NA,0,0,NA,0.0000000000489169503514741,0.0000000116209744049911,0
23019,"Sonoma",0.779588568211206,"Bothe-Napa Valley State Park",0,1,-0.338424008642092,"ns",NA,3,3,1,0.000000229905964488353,0.000000290864903718102,0
23048,"Alameda",1.47239814967577,"Carnegie State Vehicular Recreation Area",0,1,0.0690626014111958,"ns",NA,0,0,NA,NA,NA,0
23049,"San Mateo",0.192593909252572,"Castle Rock State Park",0,0,-0.414141813423028,"ns",NA,0,0,NA,0.000000168338246453459,0.000000306160387708587,NA
23060,"Alameda",0.836548761206384,"EBMUD",0,3,-0.26959247533109,"ns",NA,0,0,NA,0.000000524219444741902,0.00000320738581649493,0
23062,"Napa",1.04068069053408,"Vallejo Lakes",0,0,-0.267556772111086,"ns",NA,0,0,NA,NA,NA,NA
23069,"Alameda",1.20592555821507,"Las Trampas Wilderness Regional Preserve",0,0,0.0336289831456925,"ns",NA,0,0,NA,0.000000143262496976604,0.000000395740840986036,NA
23074,"Solano",9.91309936462512,"Napa-Sonoma Marshes Wildlife Area",0,1,-0.409291245173099,"cold",NA,0,0,NA,0.000000561672095500398,0.00000194966628441762,0
23459,"San Mateo",4.78832830002528,"Bair Island Ecological Reserve",0,8,-0.436853261748263,"ns",NA,5,5,1,0.0000000113981775129446,0.0000000625256362241089,0
23559,"Lake",0.266566347695738,"California State Lands Commission",0,0,-0.409291245173099,"cold",NA,0,0,NA,0.0000000940679285577062,0.000000116997902921412,NA
23590,"Santa Clara",5.72106138672853,"BLM",1,0,-0.0829841430737708,"cold",NA,0,0,NA,0.0000000116279519346563,0.0000000180162142981999,1
23598,"Solano",0.113904868523448,"Decker Island Wildlife Area",0,1,-0.409291245173099,"cold",NA,0,0,NA,NA,NA,0
23599,"Alameda",0.26859285497133,"Christensen Road Burrowing Owl Site",0,0,-0.391574436040347,"ns",NA,0,0,NA,NA,NA,NA
